OBJECTID,CODI_ENS,NOM_ENS,CODICARRER,CARRER,NUMINICIAL,SUFIXINICIAL,NUMFINAL,SUFIXFINAL,NUMERO,X,Y,LAT,LON,EXTRACCIO,CODITRAM
5567,08200,SANT BOI DE LLOBREGAT,0932,C JORDI RUBIÓ I BALAGUER,3, ,0, ,3,418860.8823,4577635.6523,41.34613032,2.03013874,2022/08/01 05:45:38+00,1087
5568,08200,SANT BOI DE LLOBREGAT,0119,C ASTÚRIES,13, ,15, ,13-15,420229.0687,4575969.6269,41.33126198,2.04670942,2022/08/01 05:45:38+00,408
5569,08200,SANT BOI DE LLOBREGAT,2270,C RIERA DEL FONOLLAR,13, ,0, ,13,419282.9935,4575931.8738,41.33082777,2.03541003,2022/08/01 05:45:38+00,835
5570,08200,SANT BOI DE LLOBREGAT,2280,C RIERA ROJA,21, ,0, ,21,420139.9518,4575846.519,41.33014439,2.04566076,2022/08/01 05:45:38+00,1202
5571,08200,SANT BOI DE LLOBREGAT,1500,C GINESTA,70, ,0, ,70,418207.9773,4577815.4947,41.34768403,2.02231138,2022/08/01 05:45:38+00,500
5572,08200,SANT BOI DE LLOBREGAT,2330,C ANTONI RUBIÓ I LLUCH,13, ,0, ,13,418368.6983,4577799.3143,41.3475546,2.02423444,2022/08/01 05:45:38+00,1111
5573,08200,SANT BOI DE LLOBREGAT,1000,C PLANA,41, ,0, ,41,419606.0549,4577414.7761,41.34421573,2.03907388,2022/08/01 05:45:38+00,1711
5574,08200,SANT BOI DE LLOBREGAT,1580,C POLLANCRES,35, ,0, ,35,418193.0602,4578513.4372,41.35396844,2.02203902,2022/08/01 05:45:38+00,1566
5575,08200,SANT BOI DE LLOBREGAT,3780,C RIPOLL,8, ,0, ,8,418782.2023,4576617.2326,41.33695009,2.02933462,2022/08/01 05:45:38+00,979
5576,08200,SANT BOI DE LLOBREGAT,2320,C ROSSELLÓ,80, ,0, ,80,418751.9442,4577819.2396,41.3477728,2.02881221,2022/08/01 05:45:38+00,1873
5577,08200,SANT BOI DE LLOBREGAT,0920,C JOAN PAGÈS,3, ,0, ,3,418759.503,4578214.3567,41.35133215,2.02884966,2022/08/01 05:45:38+00,1361
5578,08200,SANT BOI DE LLOBREGAT,3850,C ORIOLES,39, ,0, ,39,418144.5143,4576687.2376,41.33751606,2.02170499,2022/08/01 05:45:38+00,1368
5579,08200,SANT BOI DE LLOBREGAT,2450,C SOLER,1,B,0, ,1B,419143.2329,4579089.0846,41.35924891,2.03331959,2022/08/01 05:45:38+00,1922
5580,08200,SANT BOI DE LLOBREGAT,0340,. CAMPS BLANCS,128, ,0, ,128,418931.7649,4576607.7315,41.33687958,2.03112313,2022/08/01 05:45:38+00,532
5581,08200,SANT BOI DE LLOBREGAT,0422,CR CORNELLÀ,4,C,0, ,4C,420447.1875,4577265.1464,41.34295159,2.04914597,2022/08/01 05:45:38+00,1075
5582,08200,SANT BOI DE LLOBREGAT,0280,C BLAI NET,55, ,0, ,55,419952.7592,4576553.4558,41.33649282,2.04333093,2022/08/01 05:45:38+00,1231
5583,08200,SANT BOI DE LLOBREGAT,5080,C HORTELLS,2,E,0, ,2E,420241.76,4575704.1915,41.3288726,2.04689591,2022/08/01 05:45:38+00,1000
5584,08200,SANT BOI DE LLOBREGAT,3750,C GARONA,17,B,0, ,17B,418602.3211,4576953.4672,41.33996021,2.02714003,2022/08/01 05:45:38+00,800
5585,08200,SANT BOI DE LLOBREGAT,2320,C ROSSELLÓ,51, ,0, ,51,418885.456,4577830.0048,41.34788322,2.03040646,2022/08/01 05:45:38+00,179
5586,08200,SANT BOI DE LLOBREGAT,3910,AV CAN CARRERES,15,B,0, ,15B,418459.2445,4578021.4518,41.34956443,2.02528678,2022/08/01 05:45:38+00,947
5587,08200,SANT BOI DE LLOBREGAT,1360,C ACÀCIES,96, ,0, ,96,417656.8238,4578104.2275,41.35022831,2.01568501,2022/08/01 05:45:38+00,668
5588,08200,SANT BOI DE LLOBREGAT,2500,C TRES D'ABRIL,53, ,0, ,53,419740.6295,4576858.5039,41.33921912,2.04075573,2022/08/01 05:45:38+00,44
5589,08200,SANT BOI DE LLOBREGAT,1590,C OMS,10, ,0, ,10,417915.9875,4578153.6024,41.35069945,2.01877589,2022/08/01 05:45:38+00,1311
5590,08200,SANT BOI DE LLOBREGAT,2360,C SALVADOR ALLENDE,1,A,0, ,1A,419277.3757,4577835.7007,41.34797389,2.03508984,2022/08/01 05:45:38+00,1908
5591,08200,SANT BOI DE LLOBREGAT,3850,C ORIOLES,49, ,0, ,49,418091.5167,4576666.6909,41.33732563,2.02107445,2022/08/01 05:45:38+00,1368
5592,08200,SANT BOI DE LLOBREGAT,0870,C JOAN BARDINA,2, ,4, ,2-4,419946.8161,4577713.0998,41.3469365,2.04310702,2022/08/01 05:45:38+00,113
5593,08200,SANT BOI DE LLOBREGAT,3890,CM COLUMBRETS,4, ,0, ,4,418188.2275,4576507.6219,41.33590281,2.02225155,2022/08/01 05:45:38+00,772
5594,08200,SANT BOI DE LLOBREGAT,1470,C LLEDONERS,2, ,4, ,2-4,418280.2764,4578262.739,41.35171942,2.02311526,2022/08/01 05:45:38+00,934
5595,08200,SANT BOI DE LLOBREGAT,0700,C EUSEBI GÜELL,49, ,0, ,49,419088.9425,4577776.2155,41.34741923,2.03284565,2022/08/01 05:45:38+00,383
5596,08200,SANT BOI DE LLOBREGAT,0300,C BONAVENTURA CALOPA,5, ,7, ,5-7,420253.7002,4577402.1827,41.34416668,2.04681563,2022/08/01 05:45:38+00,1518
5597,08200,SANT BOI DE LLOBREGAT,0070,C AMADEU VIVES,14, ,0, ,14,419506.9192,4577236.4931,41.34260014,2.03791274,2022/08/01 05:45:38+00,1973
5598,08200,SANT BOI DE LLOBREGAT,1780,C PAU CLARIS,47, ,0, ,47,419637.7027,4576989.4868,41.34038855,2.0395084,2022/08/01 05:45:38+00,161
5599,08200,SANT BOI DE LLOBREGAT,1070,C LLEIDA,2, ,0, ,2,419211.6163,4578171.0946,41.35098799,2.03425925,2022/08/01 05:45:38+00,341
5600,08200,SANT BOI DE LLOBREGAT,1820,C MARIÀ FORTUNY,63, ,0, ,63,419643.8415,4577137.4675,41.34172194,2.03956218,2022/08/01 05:45:38+00,699
5601,08200,SANT BOI DE LLOBREGAT,0130,AV ARAGÓ,6, ,0, ,6,418839.559,4576812.3681,41.33871334,2.02999395,2022/08/01 05:45:38+00,1559
5602,08200,SANT BOI DE LLOBREGAT,2560,C VERMELL,2, ,0, ,2,419846.2067,4577767.1537,41.34741332,2.04189744,2022/08/01 05:45:38+00,559
5603,08200,SANT BOI DE LLOBREGAT,0480,C CERDANYA,54, ,0, ,54,419735.4847,4577103.2395,41.3414228,2.0406619,2022/08/01 05:45:38+00,1349
5604,08200,SANT BOI DE LLOBREGAT,1710,PG ATENEU FAMILIAR,2, ,0, ,2,419947.6717,4577679.7691,41.34663639,2.04312164,2022/08/01 05:45:38+00,1568
5605,08200,SANT BOI DE LLOBREGAT,1150,C MALLORCA,56, ,0, ,56,419703.8138,4576970.4171,41.34022339,2.04030097,2022/08/01 05:45:38+00,802
5606,08200,SANT BOI DE LLOBREGAT,1130,C MAJOR,58, ,0, ,58,419771.4586,4577672.6414,41.34655466,2.04101656,2022/08/01 05:45:38+00,317
5607,08200,SANT BOI DE LLOBREGAT,0600,C DOCTOR ANTONI PUJADAS,14, ,16, ,14-16,419610.1822,4577951.9132,41.34905383,2.03905208,2022/08/01 05:45:38+00,1019
5608,08200,SANT BOI DE LLOBREGAT,1240,C MIQUEL,73, ,0, ,73,418796.8267,4577469.6351,41.34462865,2.02939539,2022/08/01 05:45:38+00,617
5609,08200,SANT BOI DE LLOBREGAT,1820,C MARIÀ FORTUNY,71, ,0, ,71,419620.1602,4577118.6314,41.34154993,2.03928166,2022/08/01 05:45:38+00,699
5610,08200,SANT BOI DE LLOBREGAT,0020,AV TORRE DE LA VILA,38, ,0, ,38,418572.5816,4575688.9429,41.32856838,2.02695414,2022/08/01 05:45:38+00,1044
5611,08200,SANT BOI DE LLOBREGAT,1520,C SALZES,12, ,0, ,12,418072.5749,4578118.2665,41.35039714,2.02065223,2022/08/01 05:45:38+00,930
5612,08200,SANT BOI DE LLOBREGAT,0510,C COÍN,15, ,0, ,15,419399.9087,4576339.8708,41.33451407,2.03675287,2022/08/01 05:45:38+00,1247
5613,08200,SANT BOI DE LLOBREGAT,1310,C MÚRCIA,58,A,0, ,58A,419304.3087,4575170.5949,41.32397349,2.03576581,2022/08/01 05:45:38+00,1577
5614,08200,SANT BOI DE LLOBREGAT,2280,C RIERA ROJA,9,A,0, ,9A,420050.2848,4576004.5328,41.33155865,2.04456858,2022/08/01 05:45:38+00,1748
5615,08200,SANT BOI DE LLOBREGAT,1230,C MIGUEL DE CERVANTES,18, ,0, ,18,419605.8231,4577795.4613,41.34764432,2.0390207,2022/08/01 05:45:38+00,372
5616,08200,SANT BOI DE LLOBREGAT,3700,C GAIÀ,8, ,0, ,8,418734.2369,4577074.7337,41.3410657,2.02870023,2022/08/01 05:45:38+00,1829
5617,08200,SANT BOI DE LLOBREGAT,3600,C TER,16, ,0, ,16,418430.7835,4577203.2635,41.34219263,2.02505655,2022/08/01 05:45:38+00,377
5618,08200,SANT BOI DE LLOBREGAT,1430,C EUCALIPTUS,30, ,0, ,30,417883.8547,4578343.806,41.35240922,2.0183661,2022/08/01 05:45:38+00,24
5619,08200,SANT BOI DE LLOBREGAT,3390,C MONTNEGRE,26, ,0, ,26,418207.3352,4577409.1578,41.34402434,2.02235845,2022/08/01 05:45:38+00,1064
5620,08200,SANT BOI DE LLOBREGAT,0530,C CRISTÒFOR COLOM,31, ,33, ,31-33,419974.3606,4576392.3794,41.33504424,2.04361028,2022/08/01 05:45:38+00,586
5621,08200,SANT BOI DE LLOBREGAT,0290,C BONAVENTURA ARIBAU,9, ,0, ,9,420074.541,4576995.5263,41.34048639,2.044728,2022/08/01 05:45:38+00,1626
5622,08200,SANT BOI DE LLOBREGAT,1860,PL CEDRE,4, ,0, ,4,417922.2372,4578167.4715,41.350825,2.01884871,2022/08/01 05:45:38+00,0
5623,08200,SANT BOI DE LLOBREGAT,1040,C ERES,15,,0, ,15,419615.3508,4577604.8311,41.34592837,2.03915981,2022/08/01 05:45:38+00,988
5624,08200,SANT BOI DE LLOBREGAT,2560,C VERMELL,4, ,0, ,4,419839.9078,4577764.8806,41.34739222,2.04182246,2022/08/01 05:45:38+00,559
5625,08200,SANT BOI DE LLOBREGAT,1560,C CASTANYERS,16, ,0, ,16,418043.0991,4578433.811,41.35323605,2.02025732,2022/08/01 05:45:38+00,1763
5626,08200,SANT BOI DE LLOBREGAT,0240,C BALDIRI COMAS,25,B,0, ,25B,419658.7281,4577471.8537,41.34473505,2.03969583,2022/08/01 05:45:38+00,1805
5627,08200,SANT BOI DE LLOBREGAT,4050,C ALEIX PARÉS I VALLS,7, ,0, ,7,419508.1741,4576401.9115,41.33508366,2.03803835,2022/08/01 05:45:38+00,693
5628,08200,SANT BOI DE LLOBREGAT,2190,C SANTIAGO RAMÓN Y CAJAL,18, ,0, ,18,419390.4593,4577418.2293,41.34422529,2.03649682,2022/08/01 05:45:38+00,1251
5629,08200,SANT BOI DE LLOBREGAT,0710,C EXTREMADURA,11, ,0, ,11,419430.9317,4575962.0027,41.33111393,2.03717369,2022/08/01 05:45:38+00,85
5630,08200,SANT BOI DE LLOBREGAT,1290,C MONTMANY,5, ,0, ,5,419149.0398,4577727.7474,41.34698874,2.03357037,2022/08/01 05:45:38+00,1158
5631,08200,SANT BOI DE LLOBREGAT,0390,C URGELL,12,B,0, ,12B,418659.6,4578167.0932,41.35089639,2.02766192,2022/08/01 05:45:38+00,488
